,Cluster,cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
1940,b,b,GO:0006913,nucleocytoplasmic transport,44/1312,359/28891,2.53299967280005e-09,3.60075645794961e-07,2.43455110252118e-07,Aaas/Adar/Casc3/Cd36/Cpsf6/Cse1l/Desi1/E2f3/Elavl1/Flna/Gle1/Ipo8/Ipo9/Khdrbs1/Kpna3/Kpna6/Kpnb1/Mcm3ap/Ncbp1/Nup133/Nup155/Nup188/Nup214/Nxf1/Pkd1/Psen1/Ptpn11/Ptpn5/Ranbp2/Rangap1/Sdad1/Spg11/Supt6/Syk/Tnpo1/Tnpo2/Tsc1/Tsc2/Uaca/Uhmk1/Wipf1/Xpo4/Xpo7/Xpot,44
1941,b,b,GO:0051169,nuclear transport,44/1312,359/28891,2.53299967280005e-09,3.60075645794961e-07,2.43455110252118e-07,Aaas/Adar/Casc3/Cd36/Cpsf6/Cse1l/Desi1/E2f3/Elavl1/Flna/Gle1/Ipo8/Ipo9/Khdrbs1/Kpna3/Kpna6/Kpnb1/Mcm3ap/Ncbp1/Nup133/Nup155/Nup188/Nup214/Nxf1/Pkd1/Psen1/Ptpn11/Ptpn5/Ranbp2/Rangap1/Sdad1/Spg11/Supt6/Syk/Tnpo1/Tnpo2/Tsc1/Tsc2/Uaca/Uhmk1/Wipf1/Xpo4/Xpo7/Xpot,44
1942,b,b,GO:0006898,receptor-mediated endocytosis,37/1312,272/28891,2.77123305583799e-09,3.84092901539145e-07,2.59693708206291e-07,AU040320/Aak1/Ap2a1/Ap2a2/Arrb2/Cap1/Cbl/Cd2ap/Cd36/Cltc/Dgkd/Dlg4/Dnm2/Fnbp1l/Gak/Gpr107/Hip1/Hip1r/Hspg2/Itsn1/Ldlrap1/Lrp1/Nsf/Numb/Pard3/Pip5k1c/Plcg2/Prkca/Ptpn5/Rab31/Rnf216/Scrib/Snx9/Sorl1/Ston1/Syk/Ubqln2,37
1949,b,b,GO:0030099,myeloid cell differentiation,52/1312,480/28891,7.14810749199882e-09,8.43172509268967e-07,5.70087587435785e-07,Acvr1b/Adam8/Adar/Bap1/Cbfa2t3/Cebpb/Dyrk3/Eif2ak1/Ercc2/Fes/Fgfr3/Flna/Gab2/Gas2l1/Gpr137/Irf8/Ldb1/Mtor/Mturn/Ncapg2/Nedd9/Nfatc1/Nfe2l1/Pabpc4/Pip4k2a/Pknox1/Prkca/Psen1/Ptpn11/Ptpn6/Racgap1/Rara/Rbpj/Sbno2/Setd1a/Sh2b3/Sh3pxd2a/Slc11a2/Slc1a5/Slc4a2/Smad5/Snx10/Sox6/Sp3/Tcf3/Tfe3/Tgfbr3/Tspan2/Vps33a/Zbtb7a/Zfp36l1/Zfp385a,52
1950,b,b,GO:0042326,negative regulation of phosphorylation,44/1312,372/28891,7.56290028019639e-09,8.73514982362683e-07,5.90602804775863e-07,Abl1/Adar/Ajuba/Arrb2/Cbl/Cblb/Cnksr3/Coro1c/Crkl/Dbndd1/Eif4g1/Errfi1/Fbln1/Fem1a/Fkbp8/Gadd45g/Gpd1l/Hipk3/Hnrnpu/Inppl1/Men1/Midn/Mllt1/Mtor/Mvp/Nf2/Pard3/Pkn1/Ppm1f/Ppp1r15b/Ppp5c/Prkca/Prkch/Psen1/Ptpn5/Ptpn6/Sema4d/Sh3bp5l/Slit2/Smcr8/Sorl1/Spred2/Tsc2/Wnk4,44
1956,b,b,GO:0051098,regulation of binding,46/1312,405/28891,1.2370715784889e-08,1.25613464900007e-06,8.49300426271975e-07,Abl1/Adam15/Agrn/Arhgap28/Arhgef7/Arrb2/Atp2a3/Blm/Cblb/Cpne1/Dot1l/Eif2ak3/Eif4g1/Ercc2/Fam220a/Gpsm1/Habp4/Hdac2/Hdac5/Hip1r/Hipk2/Hipk3/Hmbox1/Ldlrap1/Lfng/Lrp1/Map2/Msx1/Ncbp1/Nfatc4/Per2/Pkd1/Plxnd1/Psen1/Pygo2/Rara/Rgma/Sorl1/Sympk/Tgfbr3/Tmem132a/Tns3/Trim6/Zbtb7a/Zbtb7c/Zfp462,46
1965,b,b,GO:0016311,dephosphorylation,40/1312,331/28891,1.97789387305748e-08,1.74054660829059e-06,1.1768220688317e-06,Alpl/Alppl2/Ambra1/Bag4/Calm3/Cdc25b/Ctdp1/Dusp26/Fam220a/Fbxw11/Hpn/Htt/Inppl1/Mtmr14/Mtmr4/Nuak1/Pdxp/Ppm1d/Ppm1f/Ppm1m/Ppp1r15b/Ppp1r9b/Ppp2r5b/Ppp2r5e/Ppp3cc/Ppp4r1/Ppp5c/Ptpn11/Ptpn23/Ptpn5/Ptpn6/Ptprs/Rpl5/Sema4d/Smg5/Ssh1/Stk11/Synj2/Tns3/Tsc1,40
1966,b,b,GO:0030048,actin filament-based movement,23/1312,130/28891,2.0789289967914e-08,1.80087224347055e-06,1.21760956539049e-06,Actn4/Adcy10/Atp1a1/Camk2d/Ccdc88c/Ctnna3/Dsc2/Dsp/Flna/Fnbp1l/Gata4/Gpd1l/Kcnh2/Myh10/Myo7a/Myo9b/Nup155/Pard3/Pkp2/Scn3b/Snta1/Sun2/Wipf1,23
1967,b,b,GO:0006397,mRNA processing,52/1312,496/28891,2.14133724913957e-08,1.82639595526612e-06,1.23486671160907e-06,Adar/Arvcf/Casc3/Ccar2/Cd2bp2/Celf1/Cpsf4/Cpsf6/Cpsf7/Csdc2/Cstf2/Dazap1/Ddx17/Ddx23/Dhx15/Dhx16/Dhx38/Eftud2/Fxr2/Habp4/Hnrnpl/Hnrnpu/Khdrbs1/Lgals3/Luc7l2/Ncbp1/Pabpc1/Pcbp1/Phrf1/Ptbp2/Pus7/Pus7l/Rbm38/Rbmxl1/Safb/Sart3/Scaf1/Sf1/Sf3a2/Sf3b4/Srrt/Supt6/Sympk/Syncrip/Tdrd3/Thrap3/Ttf2/U2af2/Ybx1/Zbtb7a/Zc3h3/Zfp36l1,52
1971,b,b,GO:0051348,negative regulation of transferase activity,34/1312,260/28891,3.26097719493339e-08,2.62012428532039e-06,1.77152399559997e-06,Abl1/Adar/Ajuba/Cbl/Cblb/Cln8/Coro1c/Dbndd1/Errfi1/Fem1a/Gadd45g/Hipk3/Hnrnpu/Inppl1/Limk1/Men1/Midn/Mllt1/Mvp/Nf2/Pif1/Pkn1/Ppm1f/Prkca/Prkch/Psen1/Ptpn5/Ptpn6/Rpl5/Sh3bp5l/Smcr8/Sorl1/Tsc2/Wnk4,34
1980,b,b,GO:0140694,non-membrane-bounded organelle assembly,44/1312,402/28891,7.54088001621221e-08,5.35982548844622e-06,3.623896590787e-06,Aaas/Arhgef5/Atxn2l/C2cd3/Caprin1/Casq1/Cdc20/Cep76/Clasp1/Cltc/Cntrob/Csnk1d/Ddb1/Dhx30/Edc3/Fitm2/Flna/Hdac2/Hnrnpu/Incenp/Kifc1/Kifc2/Kpnb1/Mapre2/Mospd2/Msn/Myh10/Noa1/Numa1/Pdgfra/Poc1b/Pogz/Racgap1/Rcc1/Rpl5/Rrs1/Sh3pxd2b/Surf6/Tns3/Tubgcp3/Ubap2l/Wdr62/Ythdf3/Zar1,44
1982,b,b,GO:0044270,cellular nitrogen compound catabolic process,47/1312,446/28891,8.66882123097476e-08,5.93332653142273e-06,4.01165333378832e-06,Ago2/Ampd3/Apaf1/Cant1/Caprin1/Casc3/Celf1/Cnot3/Csdc2/Dcp1a/Dcp2/Dis3l/Dna2/Dxo/Edc3/Edc4/Elavl1/Entpd4/Fastk/Fitm2/Fxr2/Gspt1/Gtpbp2/Hnrnpu/Igf2bp2/Igf2bp3/Mtor/Naf1/Ncbp1/Pabpc1/Pabpc4/Pdxp/Pelo/Rbm38/Sarm1/Smg5/Smg6/Snd1/Syncrip/Thrap3/Ybx1/Ythdf3/Zar1/Zc3h18/Zc3h4/Zfp36l1/Zswim8,47
1983,b,b,GO:0046700,heterocycle catabolic process,47/1312,446/28891,8.66882123097476e-08,5.93332653142273e-06,4.01165333378832e-06,Ago2/Ampd3/Apaf1/Cant1/Caprin1/Casc3/Celf1/Cnot3/Csdc2/Dcp1a/Dcp2/Dis3l/Dna2/Dxo/Edc3/Edc4/Elavl1/Entpd4/Fastk/Fitm2/Fxr2/Gspt1/Gtpbp2/Hnrnpu/Igf2bp2/Igf2bp3/Mtor/Naf1/Ncbp1/Pabpc1/Pabpc4/Pdxp/Pelo/Rbm38/Sarm1/Smg5/Smg6/Snd1/Syncrip/Thrap3/Ybx1/Ythdf3/Zar1/Zc3h18/Zc3h4/Zfp36l1/Zswim8,47
1984,b,b,GO:0022411,cellular component disassembly,48/1312,462/28891,9.76299914728076e-08,6.60073991128348e-06,4.46290628542578e-06,Adcy10/Ambra1/Apaf1/Arhgef1/Asph/Atg2a/Atg4d/Atg9a/Camsap3/Clasp1/Dctn1/Ddr1/Dyrk3/Eml4/Fkbp8/Gak/Gas2l1/Gspt1/Hpn/Htt/Katnb1/Kif24/Lima1/Map1a/Map2/Mapre2/Mid1/Nedd9/Nsf/Pdxp/Pelo/Per2/Phf23/Plekhh2/Plk3/Sh3pxd2b/Smarcc1/Smarcc2/Smarcd1/Smarcd2/Smcr8/Snx30/Ston1/Ubqln1/Ubqln4/Uvrag/Vps33a/Wipi2,48
1987,b,b,GO:0008360,regulation of cell shape,23/1312,142/28891,1.13226004595507e-07,7.38499964091166e-06,4.9931616391901e-06,Arhgdia/Brwd3/Cdc42ep1/Cdc42se1/Fblim1/Fes/Fmnl3/Hpn/Itga7/Msn/Myh10/Nf2/Pakap/Palm3/Parvb/Plxna2/Plxnd1/Pxn/Sema4d/Sh3kbp1/Shroom3/Sprr2a1/Taok2,23
1993,b,b,GO:0006260,DNA replication,34/1312,276/28891,1.41319598050566e-07,8.56984418774108e-06,5.7942612501986e-06,Blm/Cdc6/Cdc7/Chaf1a/Chtf18/Ciz1/Dna2/Donson/E2f8/Ehmt2/Faf1/Fancm/Fgfr1/Gli2/Inppl1/Mcm2/Mcm5/Mms22l/Orc1/Pif1/Pold1/Pole/Poll/Recql4/Repin1/Rfwd3/Rmi2/Rpa1/Rrm1/Sin3a/Ticrr/Tonsl/Traip/Wdhd1,34
1994,b,b,GO:0032535,regulation of cellular component size,44/1312,411/28891,1.42212421585891e-07,8.56984418774108e-06,5.7942612501986e-06,Abl1/Adcy10/Als2/Ano6/Arhgap28/Atp13a2/Bag4/Cdc42ep1/Cln8/Cotl1/Dnm2/Eif4g2/Gba2/Hip1r/Hp1bp3/Inf2/Iqgap3/Islr2/Lima1/Limk1/Lrp1/Map2/Megf8/Mlst8/Mtor/Pdxp/Plekhg2/Plekhh2/Prex1/Ptprs/Rgma/Sema4c/Sema4d/Sema4f/Sin3a/Slc12a4/Slc12a9/Slit2/Snx9/Ssh1/Tsc1/Tsc2/Vasp/Wdtc1,44
2001,b,b,GO:0034101,erythrocyte homeostasis,25/1312,168/28891,1.76764677294155e-07,9.89882192847265e-06,6.6928125023337e-06,Acvr1b/Adar/Ampd3/Axl/Bap1/Dyrk3/Ercc2/Gas2l1/Gpi1/Ldb1/Ncapg2/Nfe2l1/Pknox1/Racgap1/Setd1a/Sh2b3/Slc11a2/Slc1a5/Smad5/Sox6/Sp3/Tcf3/Tgfbr3/Zbtb7a/Zfp36l1,25
2003,b,b,GO:0032388,positive regulation of intracellular transport,27/1312,192/28891,1.88761224534232e-07,1.03613091962157e-05,7.00551037588744e-06,Adcy10/Akt2/Asph/Bbc3/Cdk5r1/Cpsf6/Edem1/Ehd1/Flna/Khdrbs1/Ldlrap1/Map2/Msn/Nf2/Numa1/Plk3/Psen1/Ptpn23/Ptpn5/Sorl1/Stk11/Tbc1d20/Uaca/Vamp2/Wipf1/Xpo4/Zdhhc2,27
2005,b,b,GO:0000819,sister chromatid segregation,29/1312,218/28891,2.26532192564309e-07,1.21931502483158e-05,8.24405863793054e-06,Aaas/Anapc1/Bcl7a/Cdc20/Cdc6/Cenpi/Clasp1/Cltc/Dpf3/Eml4/Espl1/Flna/Hnrnpu/Incenp/Kifc1/Kifc2/Kpnb1/Ncapd2/Ncapg2/Numa1/Racgap1/Rmi2/Rrs1/Smarcc1/Smarcc2/Smarcd1/Smarcd2/Ube2c/Xrcc3,29
2011,b,b,GO:1900024,regulation of substrate adhesion-dependent cell spreading,14/1312,59/28891,2.89138817936819e-07,1.47062899691902e-05,9.94324800263654e-06,Abl1/Actn4/Bcar1/Coro1c/Crkl/Dnm2/Dock1/Fbln1/Flna/Nedd9/Pkp2/Prex1/St6gal1/Triobp,14
2012,b,b,GO:0050767,regulation of neurogenesis,49/1312,494/28891,2.94449734051344e-07,1.48402665961877e-05,1.00338325641803e-05,Adcy10/Caprin1/Chd7/Cul7/Cux1/Dag1/Dlg4/Efnb3/Eif4g2/Fgfr3/Hapln3/Hdac2/Islr2/Limk1/Lrp1/Map2/Map6/Megf8/Mtor/Myrf/Nf2/Nfatc4/Numb/Obsl1/Opa1/Per2/Plxna2/Plxnd1/Prkch/Prkci/Psen1/Ptprs/Rgma/Rnf10/Robo2/Sema4c/Sema4d/Sema4f/Slit2/Slitrk1/Sorl1/Spen/Srrt/Stk11/Tenm4/Trak2/Tsc2/Wdr62/Zfp335,49
2016,b,b,GO:0033674,positive regulation of kinase activity,44/1312,426/28891,3.88752511046432e-07,1.86380466061182e-05,1.26015956490444e-05,Abl1/Adam8/Adam9/Adcy10/Agrn/Ajuba/Als2/Ambra1/Arhgef5/Arrb2/Axl/Camkk1/Camkk2/Card10/Ccnd3/Cdc25b/Cdc6/Cdk5r1/Dag1/Ddr1/Dlg4/Dvl2/Fgfr1/Fgfr3/Flt3/Map2k7/Map3k11/Map3k12/Mtor/Nedd9/Pdgfra/Pim1/Pkd1/Prrc1/Psen1/Pxn/Ranbp2/Rap1a/Snx9/Stk11/Syk/Tyro3/Vangl2/Wnk4,44
2028,b,b,GO:1901361,organic cyclic compound catabolic process,48/1312,491/28891,5.9194662685979e-07,2.60456515818308e-05,1.76100412552023e-05,Ago2/Ampd3/Apaf1/Cant1/Caprin1/Casc3/Celf1/Cnot3/Csdc2/Dcp1a/Dcp2/Dis3l/Dna2/Dxo/Edc3/Edc4/Elavl1/Entpd4/Fastk/Fitm2/Fxr2/Gspt1/Gtpbp2/Hnrnpu/Igf2bp2/Igf2bp3/Mtor/Naf1/Ncbp1/Pabpc1/Pabpc4/Pdxp/Pelo/Rbm38/Sarm1/Smg5/Smg6/Snd1/Spp1/Syncrip/Thrap3/Ybx1/Ythdf3/Zar1/Zc3h18/Zc3h4/Zfp36l1/Zswim8,48
2033,b,b,GO:1901652,response to peptide,46/1312,464/28891,6.84220485469144e-07,2.89566287896255e-05,1.9578217346369e-05,Akt2/Bcar1/Card9/Ccnd3/Cd36/Cry1/Ednra/Eif2b5/Eif4ebp2/Foxo4/Inppl1/Irf5/Jak1/Jak3/Lrp1/Mtor/Ncoa5/Opa1/Pip4k2a/Pip4k2b/Pip4k2c/Pld1/Prkca/Prkci/Psen1/Ptpn11/Pxn/Rab10/Rab31/Rangap1/Scly/Sh2b2/Shc1/Slc27a4/Slc2a4/Smarcc1/Sorl1/Tgfbr3/Tsc1/Tsc2/Tyk2/Vamp2/Wdtc1/Zfp106/Zfp36l1/Zfp592,46
2051,b,b,GO:0008654,phospholipid biosynthetic process,28/1312,223/28891,1.1871278539306e-06,4.40242761876265e-05,2.97657871011123e-05,Agpat1/Agpat4/Ajuba/Dgkd/Fabp5/Fitm2/Inppl1/Lclat1/Lpcat1/Pcx/Pgap3/Piga/Pigm/Pigq/Pigw/Pip4k2a/Pip4k2b/Pip4k2c/Pip5k1c/Pla2g4a/Plcg2/Pld1/Ppard/Serac1/Serinc5/Slc30a5/Ttc7/Uvrag,28
2053,b,b,GO:0001558,regulation of cell growth,45/1312,459/28891,1.22173983195589e-06,4.48564611149899e-05,3.0328445741338e-05,Abl1/Acvr1b/Adam15/Adcy10/Adipor2/Bap1/Bbc3/Ccar2/Clstn3/Crkl/Ctdp1/Ddr1/Dnm2/Eif4g1/Eif4g2/Extl3/Gas2l1/Hpn/Islr2/Kdm2b/Limk1/Lrp1/Map2/Megf8/Mlst8/Mmp14/Msx1/Mtor/Ncbp1/Nf2/P3h1/Ppard/Ppp1r9b/Prdm4/Ptprs/Rgma/Sbf1/Sema4c/Sema4d/Sema4f/Sh3bp4/Sin3a/Slit2/Stk11/Usp47,45
2057,b,b,GO:0050803,regulation of synapse structure or activity,35/1312,317/28891,1.28947835762929e-06,4.61217291270761e-05,3.11839214364544e-05,Abl1/Adgrl1/Adgrl3/Agrn/Arhgap33/Caprin1/Cdc20/Cdk5r1/Clstn3/Dag1/Dctn1/Dlg4/Efnb3/Eif4g1/Fzd1/Itsn1/Lrfn1/Lrrn3/Myh10/Nedd9/Nfatc4/Numb/Opa1/Prkca/Psen1/Ptprs/Sema4d/Shank2/Sipa1l1/Slit2/Slitrk1/Tanc1/Taok2/Tpbg/Tsc2,35
2059,b,b,GO:0034109,homotypic cell-cell adhesion,16/1312,86/28891,1.4328291367002e-06,5.05962084959613e-05,3.42092159288597e-05,Ctnna3/Dsc2/Dsp/Jak1/Pdgfra/Pdia4/Pear1/Pip5k1c/Pkp2/Prkca/Ptpn6/Sh2b3/Syk/Tspan9/Tyro3/Zfp703,16
2061,b,b,GO:0051090,regulation of DNA-binding transcription factor activity,43/1312,436/28891,1.79235714247145e-06,6.24957735714574e-05,4.22547751363181e-05,Adam8/Arhgef5/Arrb2/Card9/Cd36/Crtc1/Crtc2/Cyp1b1/Dvl2/Erc1/Faf1/Fanca/Flna/Foxj1/Fzd1/Hdac2/Hdac5/Hif1an/Hipk2/Irak2/Lrp5/Men1/Mturn/Paxip1/Pim1/Pkd1/Plcg2/Ppp2r5b/Pprc1/Prkch/Prkci/Ptch1/Ptgis/Sox6/Syk/Tcf3/Tgfbr3/Traip/Trib2/Trim6/Trim62/Wwp2/Zbtb7a,43
2068,b,b,GO:0071456,cellular response to hypoxia,19/1312,121/28891,2.2682408920646e-06,7.5753780154254e-05,5.12188067003301e-05,Adam8/Ajuba/Ddah1/Hif3a/Hp1bp3/Hyou1/Mlst8/Mtor/Oprd1/Plk3/Ppard/Ptgis/Rbpj/Slc2a4/Suv39h1/Suv39h2/Tbl2/Ubqln1/Zfp36l1,19
2070,b,b,GO:0048863,stem cell differentiation,32/1312,284/28891,2.34401879616248e-06,7.73526202733618e-05,5.22998178767831e-05,Ap2a2/Chd3/Coro1c/Ednra/Efnb1/Ercc2/Fgfr1/Foxo4/Fzd1/Gak/Gatad2b/Hdac2/Hnrnpu/L3mbtl2/Men1/Msx1/Nrtn/Pdgfra/Phactr4/Prdm4/Prkca/Pus7/Rbpj/Sema4c/Sema4d/Sema4f/Setd1a/Sh2b3/Sox6/Tcof1/Tead2/Trim6,32
2074,b,b,GO:0060048,cardiac muscle contraction,20/1312,134/28891,2.78752918129418e-06,8.98491964017146e-05,6.07490294650463e-05,Adcy10/Agrn/Atp1a1/Calm3/Camk2d/Ctnna3/Dsc2/Dsp/Flna/Gata4/Gpd1l/Kcnh2/Mtor/Nup155/Pkp2/Ppp1r13l/Scn3b/Smad5/Smtn/Snta1,20
2076,b,b,GO:0006606,protein import into nucleus,24/1312,182/28891,2.84010609818587e-06,8.99745611905285e-05,6.08337913722701e-05,Adar/Cd36/Cse1l/E2f3/Elavl1/Flna/Ipo8/Ipo9/Kpna3/Kpna6/Kpnb1/Nup133/Nup155/Nup188/Nup214/Psen1/Ptpn5/Ranbp2/Spg11/Syk/Tnpo1/Tnpo2/Tsc2/Uaca,24
2083,b,b,GO:0090132,epithelium migration,35/1312,330/28891,3.22853620796051e-06,9.88895289333318e-05,6.6861398293384e-05,Abl1/Actn4/Adam8/Adam9/Adamts9/Atoh8/Bcar1/Card10/Clasp1/Coro1c/Cyp1b1/Dock1/Fgfr1/Gab2/Gpi1/Hdac5/Lcn2/Mapre2/Mtor/Paxip1/Pkn1/Pkn3/Plcg1/Plcg2/Plxnd1/Ppard/Ppm1f/Prkca/Ptpn11/Ptpn23/Pxn/Slit2/Snai1/Tgfbr3/Tns3,35
2085,b,b,GO:0016050,vesicle organization,37/1312,359/28891,3.35738470128005e-06,0.000101712244720747,6.87698988855811e-05,AU040320/Als2/Ap1b1/Ap1s1/Arfgef2/Atp13a2/Atp6v0a1/Cd2ap/Coro1c/Dlg4/Doc2a/Erc1/Fnbp1l/Golph3/Hps6/Myo18a/Myo7a/Pip4k2a/Pip4k2b/Pla2g4a/Prkci/Rab27a/Rab5b/Rnf26/Sec16a/Sec24c/Slc2a4/Slc9a8/Snx10/Spg11/Stam/Stx4a/Tbc1d20/Tmem127/Uvrag/Vamp2/Zfp385a,37
2093,b,b,GO:0048638,regulation of developmental growth,40/1312,405/28891,3.92090998278428e-06,0.000113468952564531,7.67188691581789e-05,Abl1/Adcy10/Agrn/Bcl2l11/Celf1/Chd7/Ctdp1/Dnm2/Eif4g2/Fgfr1/Fgfr3/Flt3/Gata4/Hdac2/Islr2/Limk1/Lrp1/Map2/Mapk11/Megf8/Men1/Mtor/Nppc/Pim1/Ppard/Ptch1/Ptger4/Ptprs/Rbpj/Rgma/Sema4c/Sema4d/Sema4f/Sh3pxd2b/Sin3a/Slit2/Suv39h1/Tgfbr3/Wwc2/Zfpm2,40
2095,b,b,GO:1990845,adaptive thermogenesis,23/1312,173/28891,3.95012767766136e-06,0.000113468952564531,7.67188691581789e-05,Acot11/Adipor2/Alpl/Cd36/Cebpb/Clstn3/Cnot3/Ehmt1/Elovl6/Fabp5/Gadd45g/Hnrnpu/Igf2bp2/Il4ra/Lcn2/Per2/Rbpj/Sorl1/Stk11/Syk/Tfe3/Tle3/Zfp516,23
2101,b,b,GO:0034976,response to endoplasmic reticulum stress,30/1312,266/28891,4.7011840933218e-06,0.000130971681474252,8.85528513954982e-05,Abca7/Abl1/Apaf1/Atf6b/Atp2a3/Bag6/Bbc3/Bcl2l11/Cebpb/Edem1/Eif2ak3/Eif2b5/Eif4g1/Faf1/Foxred2/Hyou1/Man1a/Man1b1/Nfe2l1/Opa1/Pdia4/Pmp22/Ppp1r15b/Scamp5/Sec16a/Stt3b/Syvn1/Tbl2/Ubqln1/Ubqln2,30
2103,b,b,GO:0019827,stem cell population maintenance,26/1312,213/28891,4.76303312387326e-06,0.000131374406162952,8.88251424672045e-05,Bcl7a/Bcl9/Bcl9l/Cnot3/Elavl1/Fgfr1/Fgfr3/Hdac2/Kdm2b/Ldb1/Lrp5/Med12/Med14/Med15/Pelo/Rbpj/Setd1a/Sin3a/Smarcc1/Smarcd1/Srrt/Ss18/Taf5l/Tead3/Vangl2/Wdr62,26
2105,b,b,GO:0003007,heart morphogenesis,32/1312,294/28891,4.88864552779635e-06,0.000133510595103956,9.02694670701728e-05,Adam15/C2cd3/Chd7/Col5a1/Crkl/Dag1/Dchs1/Dsp/Dvl2/Ednra/Flna/Fzd1/Gata4/Megf8/Msx1/Mtor/Ncor2/Nfatc1/Pim1/Pkp2/Plxnd1/Ppp1r13l/Psen1/Ptch1/Rbpj/Robo2/Slit2/Snai1/Tead2/Tgfbr3/Vangl2/Zfpm2,32
2113,b,b,GO:0001654,eye development,41/1312,428/28891,6.32469470987313e-06,0.000165447638295631,0.000111862808530937,Aqp5/Chd7/Cln8/Col4a1/Col5a1/Crb2/Cyp1b1/Fgfr3/Fkbp8/Frs2/Fzr1/Hdac2/Hipk2/Ift140/Kdm2b/Lpcat1/Lrp5/Myh10/Nf2/Nhs/Nphp4/Pdgfra/Phactr4/Pknox1/Ppp1r13l/Prkci/Pxdn/Pygo2/Rara/Sall2/Scrib/Sdk2/Sh3pxd2b/Sipa1l3/Slc25a25/Sp3/Spred2/Tbc1d20/Tsku/Zdhhc16/Zfp513,41
2117,b,b,GO:0042060,wound healing,37/1312,370/28891,6.72416209820542e-06,0.00017338955661605,0.000117232515210328,Adipor2/Ajuba/Ano6/Axl/Cd36/Clasp1/Col5a1/Ddr1/Dsp/F2rl2/Fbln1/Flna/Gata4/Hps6/Mtor/Myh10/Nfatc1/Pard3/Pdgfra/Pdia4/Pear1/Phldb2/Pip5k1c/Pla2g4a/Ppard/Prkca/Ptger4/Ptpn6/Rab27a/Scrib/Sh2b3/St3gal4/Syk/Tsku/Tspan9/Tyro3/Vangl2,37
2118,b,b,GO:0106106,cold-induced thermogenesis,21/1312,154/28891,6.86189937662921e-06,0.00017612208400015,0.000119080037427761,Acot11/Adipor2/Alpl/Cd36/Cebpb/Clstn3/Cnot3/Ehmt1/Elovl6/Fabp5/Gadd45g/Igf2bp2/Il4ra/Lcn2/Per2/Rbpj/Stk11/Syk/Tfe3/Tle3/Zfp516,21
2123,b,b,GO:1902074,response to salt,35/1312,343/28891,7.61068132454139e-06,0.000190921345082613,0.000129086145256927,Adam9/Adgrl3/Alpl/Asph/Calm3/Cd36/Cdk5r1/Cpne1/Cpne2/Cpne8/Crkl/Dlg4/Ednra/Ehmt2/Fgfr1/Fgfr3/Hdac5/Homer2/Htt/Kcnh1/Kcnmb4/Lmnb1/Mtor/Nfatc1/Nfatc2/Nfatc4/Pdxp/Pla2g4a/Plcg2/Ppp1r9b/Ppp5c/Ptch1/Slc25a24/Ssh1/Syt6,35
2125,b,b,GO:0051235,maintenance of location,37/1312,373/28891,8.07508098565042e-06,0.000199885390811995,0.000135146934890543,Abl1/Ankrd13c/Asph/Bbc3/Calm3/Camk2d/Casq1/Cd36/Chd7/Cherp/Ciz1/Clstn3/Cry1/Dgat2/Ednra/Ehd1/Faf1/Fitm2/Flna/Golph3/Hk1/Hnrnpu/Htt/Lime1/Mospd2/Pkd1/Plcb4/Plcg1/Plcg2/Ppard/Psen1/Ptpn6/Rangap1/Sorl1/Srebf2/Sun2/Uvrag,37
2138,b,b,GO:0006289,nucleotide-excision repair,14/1312,78/28891,9.94464441916962e-06,0.000233614867202866,0.000157952180092163,Bcl7a/Dclre1b/Dpf3/Ercc2/Ercc6/Pold1/Pole/Poll/Rad23b/Rpa1/Smarcc1/Smarcc2/Smarcd1/Smarcd2,14
2143,b,b,GO:0001503,ossification,44/1312,484/28891,1.11462077290828e-05,0.000256409027593507,0.000173363816218668,Adar/Adcy10/Alpl/Ano6/Cd276/Cebpb/Cebpd/Col13a1/Dchs1/Eif2ak3/Ercc2/Fgfr1/Fgfr3/Fzd1/Gabbr1/Gli2/Hdac5/Hspg2/Icmt/Inppl1/Kremen1/Lrp5/Mapk11/Mef2d/Men1/Mmp14/Nfatc1/Nppc/P3h1/Ptch1/Ptger4/Ptpn11/Rbpj/Sbno2/Scube3/Sema4d/Sh3pxd2b/Slc20a2/Smad5/Snx10/Sp3/Spp1/Suv39h1/Tgfbr3,44
2161,b,b,GO:0198738,cell-cell signaling by wnt,42/1312,462/28891,1.74955189691894e-05,0.000373835205457011,0.000252758252949119,Abl1/Amer2/Bcl9/Bcl9l/Ccar2/Ccdc88c/Cdh3/Csnk1d/Ddb1/Depdc1b/Dvl2/Ednra/Fbxw11/Fgfr3/Frmd8/Fzd1/Hdac2/Hic1/Kremen1/Ldb1/Lrp1/Lrp5/Lzts2/Med12/Nfatc4/Nphp4/Pkd1/Psen1/Ptpn23/Pygo2/Rbpj/Stk11/Tle2/Tle3/Tmem132a/Tpbg/Trabd2b/Tsc2/Tsku/Usp47/Vangl2/Zfp703,42
2177,b,b,GO:0072089,stem cell proliferation,19/1312,142/28891,2.42683735707777e-05,0.000488299812512979,0.00033015030613631,Dgcr8/Ercc2/Etv6/Fbln1/Fgfr1/Fubp1/Gli2/Hdac5/Hnrnpu/L3mbtl2/Men1/Nf2/Nfatc1/Pim1/Ptch1/Rbpj/Sart3/Setd1a/Zfp36l1,19
